customer_id,gender,marital_status,seniorcitizen,tenure,auto_renewal,subscription_type,devices_connected,tickets_raised,feedback_sentiment,payment_method,subscription_status,country,language,failed_login_attempts,login_frequency,monthly_usage_hours,server_switch_frequency,streaming_access,average_speed_mbps,connection_success_rate,plan_upgrade_attempts,last_login,unresolved_tickets,discount_used,churn
1605,Male,Single,False,10,on,basic,8,8,negative,upi,cancelled,US,Telugu,33,5,127,10,False,poor,1,0,recent,9,False,yes
1606,Female,Married,False,5,on,basic,6,11,negative,paypal,expired,Germany,Telugu,36,24,148,10,False,better,19,3,recent,18,False,yes
1607,Female,Married,False,7,on,premium,7,12,neutral,card,expired,US,English,37,22,167,10,True,poor,6,8,recent,5,False,no
1608,Male,Single,False,8,off,premium,2,2,negative,paypal,active,US,English,37,24,93,9,True,good,4,5,recent,15,True,no
1609,Female,Married,False,2,on,premium,10,11,neutral,card,expired,UK,Telugu,37,17,151,5,True,poor,14,4,recent,3,False,no
1610,Female,Married,True,5,on,basic,10,17,neutral,paypal,active,UK,Hindi,39,13,189,2,True,good,5,9,recent,7,True,no
1611,Male,Married,True,1,on,premium,3,2,negative,card,expired,US,Hindi,21,15,140,1,False,good,1,0,very_old,5,False,yes
1612,Male,Married,True,3,off,basic,10,15,negative,upi,cancelled,India,Telugu,0,13,153,4,True,poor,18,9,recent,13,False,yes
1613,Male,Married,True,9,off,gold,1,2,negative,upi,cancelled,India,English,41,16,188,10,True,good,12,6,recent,16,True,yes
1614,Female,Married,False,2,off,gold,3,6,positive,upi,active,Germany,English,27,23,160,2,True,better,10,5,very_old,4,False,no
1615,Female,Single,True,8,on,gold,1,5,negative,upi,cancelled,US,Hindi,28,22,182,1,False,poor,13,10,old,9,False,no
1616,Female,Married,False,8,on,gold,6,20,positive,upi,active,India,Hindi,3,15,73,10,True,good,19,0,recent,7,True,no
1617,Male,Married,False,2,off,basic,1,5,neutral,paypal,expired,India,Hindi,27,18,39,4,True,good,4,3,old,3,False,yes
1618,Male,Married,True,4,on,premium,8,18,positive,card,active,India,Hindi,7,14,168,1,False,better,3,7,recent,7,False,no
1619,Female,Married,True,8,on,gold,7,11,positive,card,active,India,Telugu,21,2,150,10,False,good,14,3,old,2,False,no
1620,Male,Married,False,7,off,gold,5,16,positive,card,expired,UK,Hindi,18,7,196,9,True,better,1,2,very_old,16,True,no
1621,Male,Single,False,9,on,basic,6,4,negative,card,expired,US,Telugu,50,17,175,4,True,better,18,7,recent,6,False,yes
1622,Female,Single,False,10,on,premium,5,14,positive,card,cancelled,UK,English,23,25,18,4,True,good,9,9,old,16,False,no
1623,Female,Single,True,6,on,gold,3,16,negative,upi,cancelled,US,Telugu,8,6,15,3,False,poor,2,1,old,18,True,yes
1624,Male,Single,False,7,on,premium,1,9,neutral,upi,cancelled,India,English,15,20,185,9,True,good,9,2,very_old,12,True,no
1625,Female,Single,False,1,off,basic,3,15,positive,upi,cancelled,UK,English,10,18,185,1,False,poor,16,6,recent,9,False,no
1626,Female,Married,False,9,on,gold,9,19,neutral,upi,active,US,Hindi,48,14,75,6,False,poor,19,0,very_old,4,True,no
1627,Female,Married,False,10,on,gold,8,12,positive,card,active,UK,Telugu,0,7,127,6,True,good,6,0,old,11,True,no
1628,Female,Married,False,9,off,premium,3,13,positive,paypal,expired,UK,English,46,19,57,7,False,better,4,4,old,2,False,yes
1629,Female,Married,True,8,on,basic,6,5,negative,upi,expired,India,Telugu,47,6,92,2,True,better,20,2,recent,3,False,yes
1630,Female,Married,True,2,on,gold,5,9,neutral,card,expired,US,English,15,14,54,1,False,good,16,10,recent,17,True,no
1631,Male,Married,False,8,on,premium,1,3,neutral,paypal,expired,US,Telugu,11,1,192,8,True,better,4,1,very_old,0,False,no
1632,Male,Married,False,10,off,premium,10,10,positive,upi,expired,Germany,Telugu,22,22,161,6,False,good,8,1,old,8,True,yes
1633,Female,Married,True,7,off,basic,8,0,positive,paypal,active,UK,Hindi,3,9,126,10,False,better,8,0,recent,4,False,no
1634,Male,Married,True,5,off,basic,6,20,negative,upi,active,UK,English,3,21,110,6,False,better,3,5,recent,2,True,no
1635,Female,Single,True,2,off,premium,2,2,positive,upi,expired,India,Telugu,45,22,34,9,False,better,11,3,very_old,5,False,no
1636,Male,Married,False,8,on,gold,8,0,negative,paypal,cancelled,US,Telugu,36,12,191,3,False,better,1,7,recent,10,False,yes
1637,Male,Single,False,5,on,gold,1,1,negative,upi,cancelled,Germany,Hindi,6,15,179,7,True,good,4,5,recent,14,False,no
1638,Female,Married,True,6,off,premium,4,13,positive,upi,active,Germany,English,9,18,24,6,False,poor,7,8,very_old,15,False,no
1639,Female,Single,False,4,on,premium,4,12,positive,paypal,expired,India,English,41,14,86,5,False,poor,16,7,recent,18,True,yes
1640,Female,Single,True,3,on,basic,8,12,positive,upi,expired,US,Hindi,3,16,44,3,True,better,8,6,old,1,True,no
1641,Male,Single,True,9,on,premium,2,4,positive,card,expired,US,English,33,15,25,3,False,good,11,3,old,15,True,no
1642,Male,Married,False,5,off,premium,10,14,negative,card,active,Germany,English,32,9,164,6,True,good,9,5,recent,7,True,yes
1643,Male,Single,True,6,off,basic,1,13,negative,card,expired,India,English,24,13,146,8,False,better,8,8,very_old,6,True,no
1644,Female,Single,False,7,on,gold,5,4,neutral,card,cancelled,UK,Telugu,23,16,66,6,False,good,18,5,very_old,18,True,no
1645,Female,Married,True,8,on,basic,10,20,positive,paypal,active,UK,Hindi,6,12,194,7,True,better,11,4,recent,19,True,no
1646,Female,Single,False,2,on,premium,1,13,positive,card,cancelled,US,Telugu,21,18,79,6,True,good,6,4,recent,0,False,no
1647,Female,Single,False,1,off,basic,6,20,neutral,paypal,cancelled,Germany,Telugu,0,22,181,1,False,poor,12,0,recent,6,False,no
1648,Male,Married,True,3,on,gold,3,15,negative,paypal,active,US,Telugu,10,20,120,8,True,poor,6,10,old,13,False,no
1649,Male,Married,False,3,off,premium,9,19,negative,paypal,expired,Germany,Hindi,28,19,127,10,True,poor,10,1,very_old,9,False,yes
1650,Male,Married,False,2,off,gold,9,4,neutral,paypal,expired,India,Hindi,27,16,161,3,False,good,20,9,old,3,False,yes
1651,Male,Married,False,10,on,basic,7,4,negative,paypal,expired,US,English,9,2,38,8,True,good,2,5,old,14,True,yes
1652,Male,Single,True,6,off,gold,1,10,neutral,upi,expired,US,Hindi,14,0,75,6,True,better,5,10,very_old,10,False,no
1653,Male,Married,False,1,on,premium,4,7,positive,card,active,US,Telugu,0,21,14,10,True,good,6,9,very_old,2,False,no
1654,Female,Single,True,9,off,gold,7,20,positive,card,expired,Germany,Telugu,22,2,59,2,True,good,10,7,recent,16,True,no
1655,Male,Single,True,1,off,premium,6,13,positive,card,cancelled,India,English,8,25,73,2,True,poor,4,0,old,13,False,no
1656,Male,Single,False,10,off,gold,10,0,positive,paypal,active,UK,Hindi,36,7,105,8,False,better,6,7,recent,2,True,no
1657,Male,Married,True,3,off,gold,6,9,positive,paypal,active,US,Telugu,18,2,139,7,True,good,6,6,very_old,18,True,no
1658,Female,Single,False,10,on,premium,8,12,positive,card,active,UK,Hindi,47,0,154,7,False,good,11,8,very_old,10,True,no
1659,Female,Married,True,8,off,basic,4,15,neutral,card,active,US,English,5,19,92,10,True,good,12,7,old,1,True,no
1660,Male,Married,True,8,on,gold,8,4,positive,upi,expired,US,Telugu,29,14,123,6,False,good,19,6,old,7,True,no
1661,Female,Married,False,3,off,gold,10,5,neutral,upi,active,Germany,Telugu,2,13,198,1,True,good,14,10,very_old,1,False,no
1662,Female,Single,True,8,off,gold,5,0,positive,upi,active,Germany,Hindi,23,0,35,7,False,good,13,6,recent,1,False,no
1663,Female,Married,False,4,on,premium,9,4,positive,upi,expired,Germany,Telugu,3,15,75,5,True,good,2,3,old,5,True,no
1664,Female,Single,True,5,on,premium,1,19,neutral,paypal,active,US,Hindi,20,7,36,3,True,good,13,5,very_old,5,True,no
1665,Male,Married,True,5,on,gold,8,9,neutral,upi,cancelled,UK,Hindi,1,12,169,5,False,poor,16,2,old,1,False,no
1666,Male,Single,True,7,off,gold,3,9,neutral,upi,expired,Germany,Hindi,24,5,23,5,True,good,2,5,recent,13,True,yes
1667,Male,Married,True,5,off,premium,1,0,negative,card,cancelled,US,English,46,17,107,9,False,better,5,3,old,16,True,yes
1668,Female,Single,False,1,on,basic,6,19,positive,card,active,UK,English,8,12,67,1,True,poor,10,2,recent,1,False,no
1669,Male,Married,False,10,on,basic,2,2,neutral,upi,expired,India,English,11,11,59,4,True,poor,19,0,very_old,15,True,no
1670,Female,Married,True,9,off,gold,6,8,positive,upi,active,Germany,English,0,16,142,4,True,poor,19,5,very_old,20,True,no
1671,Male,Married,True,2,on,gold,10,1,positive,card,expired,US,Hindi,30,8,126,3,False,poor,6,8,recent,13,False,yes
1672,Female,Married,True,1,on,basic,1,5,positive,paypal,expired,Germany,Hindi,41,10,186,5,False,poor,7,6,recent,13,False,yes
1673,Female,Single,True,2,on,gold,8,15,negative,paypal,expired,Germany,Telugu,12,12,124,2,True,better,1,6,recent,19,True,yes
1674,Male,Married,False,7,off,basic,4,11,negative,card,cancelled,UK,Hindi,1,13,116,2,True,better,13,9,very_old,2,False,yes
1675,Male,Married,True,1,on,gold,4,7,negative,paypal,expired,India,English,9,19,133,3,False,good,11,10,old,5,False,yes
1676,Female,Married,False,4,off,gold,4,9,negative,upi,expired,Germany,Hindi,26,1,75,3,False,better,1,10,very_old,18,False,yes
1677,Female,Single,False,2,off,premium,6,13,negative,paypal,expired,India,Telugu,40,8,125,4,False,better,15,0,recent,17,False,yes
1678,Male,Married,False,7,on,gold,9,13,negative,upi,expired,UK,English,20,16,169,7,False,good,2,4,old,17,False,yes
1679,Female,Married,True,4,off,basic,4,4,negative,upi,cancelled,India,Telugu,8,8,177,8,True,better,3,5,old,11,False,yes
1680,Female,Married,False,2,on,premium,4,7,positive,paypal,active,US,Telugu,28,13,75,3,True,better,18,4,very_old,2,True,no
1681,Female,Married,False,3,on,gold,8,7,negative,paypal,expired,US,Hindi,32,2,139,8,False,poor,4,9,recent,6,True,no
1682,Male,Married,True,4,on,premium,10,2,negative,paypal,cancelled,India,Hindi,50,24,107,10,True,good,6,1,very_old,1,False,yes
1683,Female,Single,True,8,off,gold,10,7,negative,card,expired,UK,English,16,12,80,1,False,poor,20,0,recent,18,True,yes
1684,Female,Single,True,6,on,gold,10,12,neutral,paypal,active,UK,English,19,19,172,10,True,better,12,7,old,20,False,no
1685,Male,Married,False,3,off,basic,8,14,neutral,paypal,cancelled,India,Hindi,3,3,147,9,True,poor,9,4,recent,1,False,no
1686,Female,Married,False,9,on,gold,1,17,positive,paypal,active,India,Hindi,46,21,192,4,True,poor,6,9,very_old,14,True,no
1687,Female,Single,False,9,on,gold,9,0,positive,upi,active,UK,Hindi,9,20,120,5,True,better,7,7,old,9,True,no
1688,Female,Married,True,10,on,premium,2,15,neutral,card,expired,UK,English,20,13,149,8,True,better,15,6,recent,10,False,yes
1689,Male,Single,False,3,off,premium,3,12,negative,upi,expired,UK,Telugu,39,18,98,9,True,good,8,6,recent,20,False,yes
1690,Female,Married,False,5,on,premium,7,9,negative,paypal,expired,US,Telugu,10,16,101,5,True,poor,19,5,very_old,2,False,no
1691,Female,Single,True,2,on,basic,9,12,negative,paypal,expired,US,English,25,21,87,6,True,better,20,3,old,0,True,yes
1692,Female,Married,False,9,on,gold,9,17,negative,paypal,expired,India,Telugu,50,15,37,5,False,better,11,0,recent,18,True,yes
1693,Male,Single,True,2,off,gold,10,15,neutral,card,expired,India,English,27,3,121,3,True,better,15,2,recent,20,True,yes
1694,Male,Married,False,5,off,basic,1,7,neutral,card,expired,India,English,6,19,57,10,True,poor,11,9,very_old,1,True,yes
1695,Male,Single,True,10,on,gold,3,15,positive,upi,cancelled,UK,English,5,11,24,4,False,poor,20,6,very_old,12,False,no
1696,Male,Single,False,9,on,basic,7,2,neutral,paypal,expired,India,English,9,24,93,4,True,poor,1,10,old,16,True,yes
1697,Female,Married,True,3,on,premium,10,2,neutral,upi,active,US,Telugu,6,24,25,7,True,better,16,0,recent,5,False,no
1698,Male,Single,True,4,off,gold,7,0,positive,paypal,cancelled,India,Hindi,6,21,52,4,False,poor,12,8,very_old,7,True,no
1699,Male,Married,False,1,off,basic,10,11,negative,paypal,expired,UK,Telugu,9,9,20,9,True,poor,11,2,very_old,2,True,yes
1700,Male,Single,False,6,off,basic,3,18,neutral,upi,active,US,Hindi,16,15,77,8,True,better,10,3,old,20,True,no
1701,Male,Married,True,1,off,basic,5,13,negative,upi,active,US,English,3,13,50,9,True,poor,11,9,old,13,False,yes
1702,Male,Single,True,8,on,premium,4,10,neutral,upi,expired,India,Hindi,36,16,191,7,False,good,10,8,recent,4,False,no
1703,Female,Married,True,8,off,basic,9,20,neutral,paypal,expired,US,Telugu,20,15,138,6,False,better,18,8,recent,9,True,no
1704,Male,Single,True,4,on,gold,10,11,neutral,upi,cancelled,UK,Hindi,28,24,139,6,True,better,16,4,recent,17,True,yes
1705,Male,Married,False,7,off,premium,7,4,neutral,card,cancelled,US,Hindi,12,10,20,7,True,good,13,2,recent,9,False,yes
1706,Male,Single,False,7,off,gold,4,0,positive,upi,active,India,Hindi,26,3,129,6,True,good,4,8,old,5,True,no
1707,Male,Married,False,8,on,basic,3,9,neutral,upi,expired,UK,Hindi,48,14,40,3,False,better,2,4,old,2,True,yes
1708,Male,Married,True,9,on,basic,10,2,negative,card,expired,Germany,Hindi,23,14,190,9,True,better,6,2,old,3,True,yes
1709,Male,Married,True,3,off,premium,7,8,negative,card,cancelled,US,Telugu,1,19,183,4,False,better,4,1,old,20,True,yes
1710,Male,Single,False,4,on,premium,6,8,negative,paypal,active,Germany,English,32,24,98,8,False,better,11,1,very_old,2,False,no
1711,Male,Married,True,4,off,basic,1,10,negative,card,expired,UK,Hindi,44,17,58,4,True,good,13,4,very_old,8,True,yes
1712,Male,Single,True,9,off,premium,2,3,negative,paypal,cancelled,UK,English,15,12,96,6,True,good,14,4,old,1,False,no
1713,Male,Married,False,2,on,basic,2,9,neutral,upi,active,India,Telugu,11,20,41,6,True,better,2,2,recent,12,False,no
1714,Female,Single,True,9,on,gold,5,4,positive,card,cancelled,UK,Hindi,42,3,112,4,True,good,19,1,recent,16,True,no
1715,Female,Married,False,1,on,gold,10,0,neutral,card,cancelled,Germany,English,24,12,162,9,True,better,18,7,old,10,True,no
1716,Female,Married,True,10,off,premium,2,16,neutral,card,expired,US,English,4,1,28,9,False,better,4,8,recent,15,False,yes
1717,Female,Single,False,10,on,basic,7,11,neutral,card,expired,India,English,48,22,186,8,False,good,15,10,very_old,5,True,yes
1718,Female,Single,False,6,off,gold,1,0,positive,paypal,active,Germany,Telugu,27,3,52,6,True,poor,19,7,old,12,True,no
1719,Female,Married,True,7,on,basic,6,7,negative,card,cancelled,India,Telugu,50,15,148,8,False,poor,19,5,old,19,True,yes
1720,Female,Married,True,6,off,gold,7,16,negative,upi,active,Germany,Hindi,2,15,14,3,True,good,8,5,very_old,0,False,no
1721,Male,Married,True,3,on,basic,6,15,positive,card,cancelled,UK,Telugu,10,23,32,2,False,poor,6,9,old,2,True,no
1722,Male,Married,False,6,on,premium,5,19,positive,paypal,cancelled,US,Telugu,9,12,38,9,False,better,13,9,recent,0,False,no
1723,Female,Single,True,9,on,basic,7,7,positive,paypal,expired,India,Telugu,25,10,15,1,False,better,4,7,very_old,8,True,no
1724,Male,Single,True,5,off,basic,5,3,positive,card,cancelled,UK,English,8,3,72,2,False,better,2,6,very_old,8,True,yes
1725,Male,Married,False,8,on,premium,8,4,negative,paypal,expired,India,Hindi,2,9,40,8,True,poor,20,9,very_old,2,False,no
1726,Male,Single,False,8,on,basic,2,17,positive,paypal,expired,US,Telugu,38,14,66,8,False,good,6,3,recent,7,True,no
1727,Female,Single,False,9,off,gold,9,1,negative,upi,expired,Germany,Telugu,21,15,111,3,True,good,20,1,very_old,7,False,no
1728,Female,Married,False,4,off,basic,9,11,positive,paypal,active,Germany,Hindi,23,12,143,1,True,better,13,5,very_old,4,True,no
1729,Female,Married,False,6,on,gold,5,18,negative,paypal,cancelled,Germany,English,20,11,184,8,False,poor,5,5,old,13,True,yes
1730,Male,Married,True,8,on,premium,8,9,positive,upi,cancelled,US,Telugu,19,7,92,8,True,poor,11,9,recent,9,False,yes
1731,Male,Single,False,1,on,gold,4,6,positive,card,cancelled,UK,Telugu,46,0,39,2,True,poor,19,0,recent,14,True,no
1732,Female,Single,True,10,on,premium,7,14,negative,card,active,US,English,38,20,84,1,False,better,12,7,very_old,14,False,no
1733,Female,Married,True,1,on,gold,4,9,neutral,card,cancelled,US,Hindi,50,13,25,5,True,poor,1,9,recent,0,True,yes
1734,Male,Married,False,10,off,gold,2,15,neutral,upi,cancelled,Germany,Hindi,23,16,33,2,False,better,17,7,recent,9,False,yes
1735,Female,Married,False,8,off,premium,8,4,neutral,paypal,expired,India,Hindi,37,22,134,3,True,good,20,7,very_old,12,True,yes
1736,Male,Married,True,3,off,gold,3,19,positive,upi,active,UK,English,46,5,25,2,True,poor,14,1,old,20,True,yes
1737,Male,Married,False,7,off,basic,3,5,neutral,paypal,cancelled,UK,English,45,11,41,1,False,good,10,0,recent,15,False,yes
1738,Male,Single,True,7,on,basic,10,1,positive,paypal,expired,India,Hindi,11,2,99,2,False,poor,10,4,very_old,13,False,yes
1739,Female,Married,False,9,on,basic,1,13,neutral,card,expired,Germany,Telugu,23,2,37,5,True,good,2,0,recent,12,False,no
1740,Female,Single,False,4,on,basic,2,17,negative,card,cancelled,India,Telugu,26,1,196,9,False,better,3,4,old,1,True,no
1741,Female,Married,False,8,off,gold,8,11,positive,card,expired,UK,Hindi,26,9,54,8,True,better,16,10,recent,14,False,yes
1742,Female,Married,True,2,on,basic,4,12,neutral,paypal,expired,UK,Telugu,41,1,197,6,True,better,4,5,recent,2,True,yes
1743,Female,Single,False,8,on,premium,6,6,neutral,card,active,US,Telugu,42,8,131,10,False,poor,10,1,old,3,True,no
1744,Male,Married,False,9,off,gold,5,11,neutral,upi,active,India,Telugu,13,11,125,2,False,poor,18,3,very_old,18,False,no
1745,Female,Married,True,4,on,basic,4,18,negative,upi,expired,UK,Hindi,22,15,32,9,True,better,6,9,very_old,13,True,yes
1746,Female,Single,True,4,on,gold,2,13,positive,paypal,expired,US,Telugu,37,2,15,4,True,better,7,3,old,11,True,yes
1747,Female,Married,True,7,off,premium,10,16,positive,card,cancelled,UK,English,43,24,136,10,True,good,3,10,old,15,True,yes
1748,Male,Single,False,9,off,basic,10,8,positive,card,active,US,Hindi,36,8,123,4,True,better,16,2,old,17,True,no
1749,Female,Married,False,6,on,premium,10,18,negative,upi,expired,India,Hindi,20,8,56,1,False,poor,1,2,very_old,3,True,yes
1750,Male,Single,False,10,off,gold,4,20,neutral,paypal,expired,UK,Telugu,2,20,173,7,True,poor,2,4,old,13,True,no
1751,Female,Married,False,7,on,gold,7,7,positive,paypal,expired,UK,English,27,13,133,9,False,better,19,7,recent,2,True,no
1752,Female,Single,True,4,off,premium,10,15,neutral,card,active,Germany,Telugu,5,3,37,6,False,better,14,8,very_old,19,True,no
1753,Female,Married,True,5,on,gold,10,17,negative,upi,expired,India,Hindi,11,17,42,9,False,better,3,9,recent,11,False,yes
1754,Female,Married,True,6,on,basic,4,12,neutral,upi,expired,India,Hindi,26,4,29,2,True,good,20,6,very_old,1,False,yes
1755,Male,Single,False,8,off,gold,7,14,negative,upi,expired,India,Telugu,42,25,146,9,False,good,8,4,very_old,12,False,yes
1756,Female,Married,False,8,on,basic,10,14,negative,card,cancelled,US,Hindi,35,10,42,9,False,good,1,1,old,1,True,yes
1757,Female,Single,False,4,on,basic,9,4,positive,card,active,Germany,English,7,9,35,4,True,good,14,8,very_old,14,False,no
1758,Male,Single,False,4,on,premium,6,8,positive,card,cancelled,US,English,46,23,146,10,True,better,15,3,very_old,18,False,yes
1759,Female,Single,False,8,on,basic,7,6,negative,upi,active,US,Hindi,25,7,87,5,False,poor,7,8,very_old,1,True,no
1760,Female,Single,False,1,off,gold,6,20,positive,upi,cancelled,Germany,Telugu,46,22,76,1,False,poor,5,6,recent,14,True,no
1761,Female,Married,True,3,off,gold,6,8,positive,upi,active,India,English,37,15,143,9,True,better,2,10,old,8,True,no
1762,Male,Married,True,6,off,basic,7,13,positive,upi,expired,Germany,English,47,12,16,2,False,better,20,0,very_old,15,True,yes
1763,Male,Married,False,4,off,gold,4,5,negative,paypal,active,US,Telugu,35,0,64,9,True,poor,1,8,very_old,7,True,yes
1764,Female,Single,True,1,off,premium,8,0,neutral,upi,active,India,Hindi,28,9,128,8,True,good,9,1,old,8,True,no
1765,Female,Married,True,5,off,premium,5,15,negative,upi,active,Germany,Hindi,0,24,161,9,False,good,16,8,recent,3,True,no
1766,Female,Single,False,4,off,gold,3,14,neutral,upi,active,UK,English,39,12,44,4,False,poor,9,10,old,6,True,no
1767,Male,Single,True,4,off,premium,3,20,negative,upi,cancelled,UK,English,45,5,118,8,False,better,17,4,recent,18,True,yes
1768,Male,Married,False,1,off,basic,10,14,neutral,upi,expired,Germany,Hindi,18,16,127,7,True,better,15,4,recent,0,False,no
1769,Female,Married,False,5,off,gold,4,10,negative,upi,active,Germany,Telugu,35,17,164,5,False,better,12,1,very_old,6,False,no
1770,Male,Married,True,9,on,gold,5,5,neutral,upi,expired,Germany,English,9,5,64,10,True,good,18,10,old,15,False,yes
1771,Male,Single,False,4,on,gold,5,8,neutral,card,expired,Germany,English,37,0,174,8,True,better,9,6,very_old,0,True,no
1772,Female,Married,True,4,on,basic,3,14,positive,upi,expired,UK,English,11,3,110,8,True,good,5,5,old,16,True,no
1773,Male,Single,False,9,off,gold,1,19,neutral,card,expired,US,Telugu,28,20,152,9,True,good,12,8,old,15,False,yes
1774,Female,Married,False,10,on,premium,4,4,positive,card,expired,India,Telugu,31,22,19,9,True,poor,17,8,recent,6,False,yes
1775,Female,Single,True,8,on,premium,6,1,neutral,card,expired,Germany,English,1,11,76,3,False,poor,2,0,very_old,9,True,no
1776,Male,Single,True,4,off,premium,2,12,negative,paypal,active,US,Hindi,39,7,154,9,True,poor,4,8,recent,2,True,yes
1777,Female,Married,False,9,off,gold,6,13,positive,upi,cancelled,India,Hindi,5,24,80,3,True,better,4,2,very_old,17,True,no
1778,Female,Single,True,5,off,premium,2,2,neutral,upi,active,Germany,Hindi,25,22,197,1,True,poor,2,7,recent,6,False,no
1779,Female,Single,True,3,off,premium,6,14,positive,upi,active,India,Hindi,5,16,10,6,True,poor,6,4,old,9,True,no
1780,Male,Single,True,6,on,basic,10,12,neutral,card,active,Germany,Hindi,39,13,126,3,True,better,17,0,old,1,False,no
1781,Male,Married,True,7,on,premium,8,9,positive,card,cancelled,UK,English,28,6,16,10,True,good,16,6,recent,6,False,no
1782,Male,Married,True,9,off,basic,10,6,positive,upi,active,India,Hindi,48,24,68,9,False,better,13,4,recent,2,False,no
1783,Male,Single,False,7,off,gold,4,5,neutral,paypal,cancelled,UK,Hindi,21,25,81,2,True,good,20,5,recent,14,False,yes
1784,Male,Married,True,2,off,premium,7,5,neutral,upi,expired,UK,Telugu,8,8,38,7,False,poor,19,1,recent,11,False,no
1785,Male,Married,True,8,off,gold,3,11,negative,card,cancelled,India,Hindi,50,24,151,9,False,better,19,10,recent,2,True,yes
1786,Male,Single,True,10,on,gold,5,18,neutral,upi,active,US,Telugu,31,4,141,8,False,good,5,2,very_old,20,False,no
1787,Male,Single,False,4,off,gold,10,7,negative,upi,active,India,Hindi,2,5,149,10,False,good,19,8,old,9,True,no
1788,Female,Single,False,1,on,premium,9,7,negative,paypal,expired,India,Hindi,20,0,186,3,False,good,17,0,very_old,16,False,yes
1789,Female,Single,False,3,on,premium,4,14,positive,card,cancelled,Germany,Telugu,32,5,143,8,True,better,12,7,old,1,False,no
1790,Female,Married,True,4,on,gold,1,1,negative,card,active,India,Telugu,38,19,11,7,False,better,5,3,old,2,True,no
1791,Male,Married,True,5,off,basic,7,9,positive,paypal,cancelled,Germany,English,17,6,54,4,True,good,11,9,very_old,10,True,yes
1792,Female,Single,False,6,on,basic,5,16,negative,upi,expired,US,English,19,11,168,6,False,better,8,0,old,19,True,yes
1793,Female,Single,False,1,off,gold,2,7,positive,upi,active,US,Telugu,3,11,172,10,True,better,13,2,very_old,15,True,no
1794,Female,Married,True,8,on,basic,8,14,neutral,upi,expired,India,Telugu,2,22,111,7,True,good,20,8,old,11,True,yes
1795,Male,Single,False,4,off,basic,2,3,neutral,card,active,Germany,Hindi,26,22,111,2,True,better,12,1,very_old,9,True,no
1796,Male,Married,True,7,on,premium,10,15,neutral,paypal,expired,US,English,8,6,160,4,True,good,12,10,very_old,16,False,yes
1797,Male,Married,False,10,on,premium,5,3,negative,upi,cancelled,India,Telugu,45,15,72,1,True,poor,12,10,very_old,4,False,yes
1798,Male,Single,False,4,on,gold,5,14,positive,card,cancelled,US,Telugu,36,25,69,2,False,good,6,2,very_old,19,True,no
1799,Female,Single,True,7,off,basic,3,18,negative,upi,expired,Germany,Hindi,21,4,94,7,False,better,1,6,recent,5,True,no
1800,Female,Single,False,8,on,premium,4,10,positive,upi,expired,UK,Telugu,7,22,23,5,True,good,7,9,very_old,15,True,no
1801,Female,Married,False,8,off,basic,10,18,negative,card,cancelled,US,Telugu,8,23,16,1,True,better,6,9,very_old,20,False,yes
1802,Female,Single,True,9,on,gold,3,0,neutral,upi,cancelled,India,Hindi,45,23,183,3,True,better,4,2,very_old,3,False,no
1803,Male,Single,False,7,on,premium,4,10,negative,card,expired,UK,Hindi,11,19,142,8,True,good,5,9,recent,15,False,no
1804,Male,Married,True,5,off,gold,2,20,neutral,upi,active,UK,English,15,19,30,5,True,good,12,10,recent,4,True,no
1805,Female,Married,False,6,on,premium,1,13,positive,paypal,cancelled,Germany,Telugu,19,10,84,2,False,poor,19,2,very_old,0,True,no
1806,Female,Married,False,8,off,basic,8,0,negative,upi,expired,Germany,English,21,13,129,9,True,poor,18,10,recent,18,False,yes
1807,Female,Single,False,9,on,gold,7,17,neutral,upi,active,US,English,2,7,29,2,False,better,8,0,recent,5,True,no
1808,Male,Married,True,3,on,premium,4,5,negative,card,active,US,English,43,6,120,2,False,poor,20,5,very_old,1,True,no
1809,Male,Married,True,4,off,gold,2,14,neutral,paypal,active,US,Telugu,39,4,19,3,False,poor,3,9,very_old,2,False,no
1810,Female,Married,True,8,on,premium,1,17,neutral,paypal,cancelled,UK,Hindi,44,1,108,5,False,good,18,10,old,3,False,yes
1811,Male,Single,False,10,on,basic,6,14,negative,paypal,active,India,Hindi,28,12,152,5,False,better,5,1,very_old,15,True,yes
1812,Male,Single,False,6,on,gold,10,13,negative,card,cancelled,UK,Hindi,19,15,28,6,True,better,16,2,old,7,True,yes
1813,Male,Married,True,8,off,basic,9,8,positive,paypal,cancelled,UK,English,3,6,54,2,False,better,10,6,very_old,6,False,no
1814,Male,Single,False,3,on,premium,6,1,negative,paypal,cancelled,Germany,English,23,11,185,10,True,poor,6,6,old,9,False,yes
1815,Male,Single,False,10,on,premium,6,5,positive,paypal,cancelled,India,Telugu,0,7,48,5,False,poor,4,4,very_old,1,True,no
1816,Male,Married,True,7,on,basic,5,3,neutral,upi,active,Germany,Hindi,35,24,81,8,False,good,11,5,very_old,20,True,no
1817,Female,Single,True,4,on,premium,4,9,positive,card,active,Germany,Hindi,6,25,166,3,True,better,7,9,recent,1,False,no
1818,Male,Single,False,4,off,premium,8,9,neutral,card,active,UK,Telugu,48,8,12,7,False,good,11,10,very_old,19,True,yes
1819,Male,Married,False,4,on,premium,2,18,positive,upi,expired,US,Telugu,3,9,121,1,False,poor,15,9,very_old,20,False,no
